aileron,elevator,rudder,flaps,slats,speedbrake,throttle,throttle2,engine-pump,engine-pump2,electric-pump,electric-pump2,external-power,APU-generator,latitude-deg,longitude-deg,altitude-ft,roll-deg,pitch-deg,heading-deg,side-slip-deg,airspeed-kt,glideslope,vertical-speed-fps,airspeed-indicator_indicated-speed-kt,altimeter_indicated-altitude-ft,altimeter_pressure-alt-ft,attitude-indicator_indicated-pitch-deg,attitude-indicator_indicated-roll-deg,attitude-indicator_internal-pitch-deg,attitude-indicator_internal-roll-deg,encoder_indicated-altitude-ft,encoder_pressure-alt-ft,gps_indicated-altitude-ft,gps_indicated-ground-speed-kt,gps_indicated-vertical-speed,indicated-heading-deg,magnetic-compass_indicated-heading-deg,slip-skid-ball_indicated-slip-skid,turn-indicator_indicated-turn-rate,vertical-speed-indicator_indicated-speed-fpm,engine_rpm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605425,-9999.0,0.0,0.424,180.01839,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21585,0.105229,5.245214,180.01163,0.0,0.0,0.0,0.0,0.0,389.08878,1.193444,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.2325,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21574,0.093601,5.271746,180.01067,89.87057,3.014619,-0.046912,-2.3E-5,0.0,538.4423,150.54695,12.0,40.0,0.0,0.0,150.00014,150.0,146.21574,5.2E-5,-0.002013,283.23248,344.45236,-0.010979,-0.985256,3365.8289,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.2161,0.09627,5.242211,180.01086,83.89665,2.735632,0.124843,4.0E-5,0.0,510.10733,122.21199,12.0,40.0,0.0,0.0,120.000145,120.0,146.2161,1.09E-4,0.003019,283.23248,304.6458,-0.014634,-1.582221,1673.4641,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21608,0.099081,5.24213,180.0111,76.419365,2.495195,-0.092921,-3.0E-6,0.0,481.76602,93.87067,12.0,40.0,0.0,0.0,90.000145,90.0,146.21608,8.9E-5,-1.68E-4,283.23248,252.08516,-0.01629,-1.94392,-159.08694,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21606,0.099206,5.242162,180.01111,75.03645,2.459739,-0.145044,-1.1E-5,5.888528,478.63992,90.74458,12.0,40.0,0.0,0.0,90.000145,90.0,146.21606,8.6E-5,-0.00104,283.23248,242.9248,-0.016432,-1.988471,-528.6724,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21606,0.099333,5.242201,180.01112,74.11629,2.437478,-0.149621,-1.7E-5,6.882218,475.9983,88.10294,12.0,40.0,0.0,0.0,90.000145,90.0,146.21606,8.5E-5,-0.00104,283.23248,236.9814,-0.016508,-2.015496,-689.68805,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21606,0.099469,5.242248,180.01114,73.32456,2.419137,-0.142188,-1.9E-5,7.105715,473.55792,85.662575,12.0,40.0,0.0,0.0,90.000145,90.0,146.21606,8.3E-5,-0.001577,283.23248,231.97102,-0.016583,-2.037246,-800.7228,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21606,0.099641,5.242309,180.01114,72.44715,2.399661,-0.140313,-2.1E-5,7.205441,470.77472,82.87938,12.0,40.0,0.0,0.0,90.000145,90.0,146.21606,8.1E-5,-0.001677,283.23248,226.53468,-0.016654,-2.059861,-902.2155,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21606,0.099845,5.242386,180.01117,71.480576,2.379204,-0.142572,-2.3E-5,7.276629,467.7011,79.80576,12.0,40.0,0.0,0.0,80.000145,80.0,146.21606,8.0E-5,-0.001543,283.23248,220.69151,-0.016723,-2.083114,-993.14264,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21606,0.100025,5.242456,180.01118,70.64973,2.362428,-0.143096,-2.4E-5,7.3239,465.13748,77.24214,12.0,40.0,0.0,0.0,80.000145,80.0,146.21606,7.8E-5,-0.001644,283.23248,215.7939,-0.016792,-2.101829,-1054.8566,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21605,0.100227,5.242536,180.0112,69.72994,2.344701,-0.142835,-2.4E-5,7.330574,462.3043,74.40894,12.0,40.0,0.0,0.0,80.000145,80.0,146.21605,7.7E-5,-0.00161,283.23248,210.50894,-0.016857,-2.121287,-1114.4481,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21605,0.100398,5.242604,180.01122,68.95289,2.330395,-0.139962,-2.4E-5,7.313295,459.88297,71.98762,12.0,40.0,0.0,0.0,70.000145,70.0,146.21605,7.5E-5,-0.001811,283.23248,206.15747,-0.016898,-2.136774,-1160.9377,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21605,0.100619,5.242692,180.01123,67.928535,2.312445,-0.140036,-2.4E-5,7.30209,456.81445,68.91911,12.0,40.0,0.0,0.0,70.000145,70.0,146.21605,7.4E-5,-0.001845,283.23248,200.58118,-0.016958,-2.155965,-1209.9985,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21605,0.100838,5.242781,180.01125,66.88842,2.295245,-0.138458,-2.3E-5,7.206933,453.76144,65.86611,12.0,40.0,0.0,0.0,70.000145,70.0,146.21605,7.2E-5,-0.001811,283.23248,195.10619,-0.017039,-2.174141,-1252.0065,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21605,0.101052,5.242867,180.01126,65.83291,2.278812,-0.138692,-2.2E-5,7.328353,450.68185,62.786522,12.0,40.0,0.0,0.0,70.000145,70.0,146.21605,7.1E-5,-0.001811,283.23248,189.74304,-0.017095,-2.191357,-1290.5054,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21603,0.101197,5.242926,180.01128,65.09335,2.267894,-0.137667,-2.2E-5,7.314415,448.54654,60.651184,12.0,40.0,0.0,0.0,60.00014,60.0,146.21603,7.0E-5,-0.001744,283.23248,186.1009,-0.017132,-2.20274,-1314.7241,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21603,0.101387,5.243002,180.01129,64.09631,2.253929,-0.138419,-2.1E-5,7.304644,445.75015,57.85481,12.0,40.0,0.0,0.0,60.00014,60.0,146.21603,6.8E-5,-0.001543,283.23248,181.34117,-0.017182,-2.217267,-1341.8586,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21603,0.101572,5.243076,180.0113,63.08712,2.240654,-0.136591,-2.1E-5,7.314478,442.92657,55.031242,12.0,40.0,0.0,0.0,60.00014,60.0,146.21603,6.7E-5,-0.001442,283.23248,176.69826,-0.017232,-2.231084,-1367.5786,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21603,0.101752,5.243148,180.01132,62.066174,2.228083,-0.134457,-2.0E-5,7.323031,440.09595,52.200596,12.0,40.0,0.0,0.0,50.00014,50.0,146.21603,6.5E-5,-0.001442,283.23248,172.17905,-0.01728,-2.244226,-1391.2352,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21603,0.101928,5.243218,180.01134,61.03393,2.216226,-0.129553,-1.8E-5,7.277314,437.26175,49.366405,12.0,40.0,0.0,0.0,50.00014,50.0,146.21603,6.4E-5,-0.001543,283.23248,167.79007,-0.017326,-2.256726,-1412.9299,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21603,0.102098,5.243285,180.01135,59.99089,2.205096,-0.129202,-1.8E-5,7.344241,434.43088,46.535534,12.0,40.0,0.0,0.0,50.00014,50.0,146.21603,6.3E-5,-0.001241,283.23248,163.53741,-0.01737,-2.268615,-1432.6387,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21603,0.102263,5.24335,180.01137,58.937576,2.194704,-0.125658,-1.7E-5,7.418355,431.59512,43.699783,12.0,40.0,0.0,0.0,50.00014,50.0,146.21603,6.2E-5,-0.001208,283.23248,159.42682,-0.017413,-2.279922,-1450.8322,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21602,0.102423,5.243412,180.01138,57.87456,2.18506,-0.122035,-1.6E-5,7.439608,428.76263,40.867302,12.0,40.0,0.0,0.0,40.00014,40.0,146.21602,6.0E-5,-0.001141,283.23248,155.46362,-0.017454,-2.290678,-1467.4287,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21602,0.102578,5.243471,180.0114,56.802444,2.176174,-0.115771,-1.4E-5,7.379069,425.93347,38.038136,12.0,40.0,0.0,0.0,40.00014,40.0,146.21602,5.9E-5,-0.001208,283.23248,151.65274,-0.017497,-2.300907,-1482.4601,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21602,0.102728,5.243528,180.01141,55.721886,2.168056,-0.112935,-1.4E-5,7.456202,423.09613,35.20078,12.0,40.0,0.0,0.0,40.00014,40.0,146.21602,5.8E-5,-0.001006,283.23248,147.99873,-0.017535,-2.310637,-1496.714,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21602,0.102886,5.243587,180.01143,54.54253,2.160138,-0.10563,-1.2E-5,7.475029,419.98804,32.092686,12.0,40.0,0.0,0.0,30.000143,30.0,146.21602,5.7E-5,-0.001006,283.23248,144.222,-0.017572,-2.320642,-1512.315,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21602,0.103015,5.243636,180.01143,53.538143,2.154157,-0.099953,-1.1E-5,7.406167,417.43607,29.54071,12.0,40.0,0.0,0.0,30.000143,30.0,146.21602,5.6E-5,-0.001006,283.23248,141.1774,-0.017613,-2.328693,-1521.2888,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21602,0.103151,5.243685,180.01144,52.436424,2.148392,-0.094718,-1.0E-5,7.479318,414.5945,26.699173,12.0,40.0,0.0,0.0,30.000143,30.0,146.21602,5.5E-5,-8.05E-4,283.23248,138.01715,-0.017647,-2.337065,-1532.7136,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21602,0.103283,5.243733,180.01146,51.329136,2.143425,-0.086262,-9.0E-6,7.417704,411.7539,23.858555,12.0,40.0,0.0,0.0,30.000143,30.0,146.21602,5.4E-5,-8.39E-4,283.23248,135.02788,-0.017682,-2.345027,-1543.2043,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21602,0.10341,5.243778,180.01146,50.217083,2.139262,-0.078305,-8.0E-6,7.420235,408.91714,21.02179,12.0,40.0,0.0,0.0,20.000143,20.0,146.21602,5.3E-5,-6.71E-4,283.23248,132.21213,-0.017715,-2.352601,-1552.7657,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21602,0.103543,5.243824,180.01147,49.007923,2.135666,-0.06912,-7.0E-6,7.504209,405.8129,17.91755,12.0,40.0,0.0,0.0,20.000143,20.0,146.21602,5.1E-5,-6.04E-4,283.23248,129.36003,-0.017746,-2.360388,-1563.6228,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.21602,0.103651,5.243861,180.01149,47.981934,2.133367,-0.060339,-6.0E-6,7.429486,403.24625,15.350889,12.0,40.0,0.0,0.0,20.000143,20.0,146.21602,5.0E-5,-5.03E-4,283.23248,127.10938,-0.017779,-2.366656,-1569.7501,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.991837,-22.605427,146.216,0.103766,5.243899,180.01149,46.86052,2.131641,-0.050384,-5.0E-6,7.502735,400.4153,12.519956,12.0,40.0,0.0,0.0,20.000143,20.0,146.216,4.9E-5,-4.03E-4,283.23248,124.82549,-0.017809,-2.373172,-1577.1987,0.0
